model_id,model_group,grouping,query,option,rank,score,score_norm
ibm-granite/granite-embedding-278m-multilingual,West,identity,Primary basis of political identity,religion,4,0.5508893132209778,0.5991735098748846
ibm-granite/granite-embedding-278m-multilingual,West,identity,Primary basis of political identity,culture,5,0.54105544090271,0.5158146192451242
ibm-granite/granite-embedding-278m-multilingual,West,identity,Primary basis of political identity,gender,6,0.5005539655685425,0.1724953302145853
ibm-granite/granite-embedding-278m-multilingual,West,identity,Primary basis of political identity,class,7,0.48020464181900024,0.0
ibm-granite/granite-embedding-278m-multilingual,West,justice,What is the basis of a just outcome,retributive justice,1,0.6411211490631104,1.0
ibm-granite/granite-embedding-278m-multilingual,West,justice,What is the basis of a just outcome,restorative justice,2,0.6300503611564636,0.7059685827406121
ibm-granite/granite-embedding-278m-multilingual,West,justice,What is the basis of a just outcome,procedural justice,3,0.6291089653968811,0.6809658519750954
ibm-granite/granite-embedding-278m-multilingual,West,justice,What is the basis of a just outcome,transformative justice,4,0.6049152612686157,0.03840010384824226
ibm-granite/granite-embedding-278m-multilingual,West,justice,What is the basis of a just outcome,distributive justice,5,0.6034694314002991,0.0
ibm-granite/granite-embedding-278m-multilingual,West,power_structure,How should power be distributed,decentralization,1,0.625627875328064,1.0
ibm-granite/granite-embedding-278m-multilingual,West,power_structure,How should power be distributed,centralism,2,0.5748830437660217,0.4941029172851552
ibm-granite/granite-embedding-278m-multilingual,West,power_structure,How should power be distributed,federalism,3,0.5443477630615234,0.18968355175040674
ibm-granite/granite-embedding-278m-multilingual,West,power_structure,How should power be distributed,direct democracy,4,0.5417096614837646,0.16338318083555078
ibm-granite/granite-embedding-278m-multilingual,West,power_structure,How should power be distributed,technocracy,5,0.5293107032775879,0.03977262598448124
ibm-granite/granite-embedding-278m-multilingual,West,power_structure,How should power be distributed,representative democracy,6,0.5253212451934814,0.0
ibm-granite/granite-embedding-278m-multilingual,West,social_order,How should society be structured,meritocracy,1,0.603219747543335,1.0
ibm-granite/granite-embedding-278m-multilingual,West,social_order,How should society be structured,egalitarianism,2,0.5829145908355713,0.616170106327722
ibm-granite/granite-embedding-278m-multilingual,West,social_order,How should society be structured,nationalism,3,0.5807927250862122,0.5760603196028569
ibm-granite/granite-embedding-278m-multilingual,West,social_order,How should society be structured,globalism,4,0.5800315737724304,0.5616722194742991
ibm-granite/granite-embedding-278m-multilingual,West,social_order,How should society be structured,traditionalism,5,0.572913646697998,0.42712151240677876
ibm-granite/granite-embedding-278m-multilingual,West,social_order,How should society be structured,progressivism,6,0.5660584568977356,0.29753734765458195
ibm-granite/granite-embedding-278m-multilingual,West,social_order,How should society be structured,multiculturalism,7,0.5503183007240295,0.0
jinaai/jina-embeddings-v3,West,economy,Best type of economy,mixed economy,1,0.29500871896743774,1.0
jinaai/jina-embeddings-v3,West,economy,Best type of economy,capitalism,2,0.09636365622282028,0.471876009730494
jinaai/jina-embeddings-v3,West,economy,Best type of economy,market anarchism,3,0.04355422779917717,0.33147520803122305
jinaai/jina-embeddings-v3,West,economy,Best type of economy,socialism,4,-0.0101579949259758,0.18867420910420157
jinaai/jina-embeddings-v3,West,economy,Best type of economy,communism,5,-0.02879345789551735,0.13912938313162362
jinaai/jina-embeddings-v3,West,economy,Best type of economy,fascism,6,-0.08112466335296631,0.0
jinaai/jina-embeddings-v3,West,epistemological,How should knowledge and truth be established,religious revelation,1,0.0845005214214325,1.0
jinaai/jina-embeddings-v3,West,epistemological,How should knowledge and truth be established,scientific consensus,2,0.04678003117442131,0.782250064977564
jinaai/jina-embeddings-v3,West,epistemological,How should knowledge and truth be established,empiricism,3,0.020393401384353638,0.6299273649112896
jinaai/jina-embeddings-v3,West,epistemological,How should knowledge and truth be established,rationalism,4,0.016852743923664093,0.6094881307721485
jinaai/jina-embeddings-v3,West,epistemological,How should knowledge and truth be established,pragmatism,5,0.000489603728055954,0.5150282578748442
jinaai/jina-embeddings-v3,West,epistemological,How should knowledge and truth be established,tradition,6,-0.03753357008099556,0.295531014545039
jinaai/jina-embeddings-v3,West,epistemological,How should knowledge and truth be established,postmodernism,7,-0.08872795850038528,0.0
jinaai/jina-embeddings-v3,West,ethics,What determines moral rightness,moral relativism,1,0.18921160697937012,1.0
jinaai/jina-embeddings-v3,West,ethics,What determines moral rightness,virtue ethics,2,0.15451158583164215,0.8819621038519823
jinaai/jina-embeddings-v3,West,ethics,What determines moral rightness,consequentialism,3,0.026323966681957245,0.44591058641240633
jinaai/jina-embeddings-v3,West,ethics,What determines moral rightness,natural law,4,0.003141669789329171,0.36705214591074353
jinaai/jina-embeddings-v3,West,ethics,What determines moral rightness,divine command theory,5,-0.0271871667355299,0.26388356163897503
jinaai/jina-embeddings-v3,West,ethics,What determines moral rightness,contractarianism,6,-0.10476195812225342,0.0
jinaai/jina-embeddings-v3,West,freedom,Primary unit of moral concern,individualism,1,-0.015867577865719795,1.0
jinaai/jina-embeddings-v3,West,freedom,Primary unit of moral concern,collectivism,2,-0.04370121657848358,0.6629016412662015
jinaai/jina-embeddings-v3,West,freedom,Primary unit of moral concern,communitarianism,3,-0.04504574462771416,0.646617812790001
jinaai/jina-embeddings-v3,West,freedom,Primary unit of moral concern,cosmopolitanism,4,-0.09843587875366211,0.0
jinaai/jina-embeddings-v3,West,government,Best type of government,republic,1,0.16941452026367188,1.0
jinaai/jina-embeddings-v3,West,government,Best type of government,technocracy,2,0.1403949111700058,0.8121133538745648
jinaai/jina-embeddings-v3,West,government,Best type of government,theocracy,3,0.12666434049606323,0.7232151586925216
jinaai/jina-embeddings-v3,West,government,Best type of government,democracy,4,0.12342038750648499,0.702212275937169
jinaai/jina-embeddings-v3,West,government,Best type of government,authoritarianism,5,0.10135746747255325,0.559366518245213
jinaai/jina-embeddings-v3,West,government,Best type of government,oligarchy,6,0.08773566037416458,0.471172509786205
jinaai/jina-embeddings-v3,West,government,Best type of government,monarchy,7,0.07851748913526535,0.41148971833658654
jinaai/jina-embeddings-v3,West,government,Best type of government,libertarianism,8,0.01917204074561596,0.027259275233374156
jinaai/jina-embeddings-v3,West,government,Best type of government,anarchism,9,0.014961770735681057,0.0
jinaai/jina-embeddings-v3,West,identity,Primary basis of political identity,nation,1,0.08759565651416779,1.0
jinaai/jina-embeddings-v3,West,identity,Primary basis of political identity,race/ethnicity,2,0.061915382742881775,0.8177289797711176
jinaai/jina-embeddings-v3,West,identity,Primary basis of political identity,religion,3,-0.024321340024471283,0.20564611881750605
jinaai/jina-embeddings-v3,West,identity,Primary basis of political identity,gender,4,-0.025011323392391205,0.2007488200763865
jinaai/jina-embeddings-v3,West,identity,Primary basis of political identity,universal humanity,5,-0.026274632662534714,0.19178222292931368
jinaai/jina-embeddings-v3,West,identity,Primary basis of political identity,culture,6,-0.03404124081134796,0.1366571256032484
jinaai/jina-embeddings-v3,West,identity,Primary basis of political identity,class,7,-0.05329494550824165,0.0
jinaai/jina-embeddings-v3,West,justice,What is the basis of a just outcome,distributive justice,1,0.07893427461385727,1.0
jinaai/jina-embeddings-v3,West,justice,What is the basis of a just outcome,transformative justice,2,0.0502355583012104,0.2226804379605645
jinaai/jina-embeddings-v3,West,justice,What is the basis of a just outcome,procedural justice,3,0.045745596289634705,0.10106749658751421
jinaai/jina-embeddings-v3,West,justice,What is the basis of a just outcome,restorative justice,4,0.04512685164809227,0.08430847822103545
jinaai/jina-embeddings-v3,West,justice,What is the basis of a just outcome,retributive justice,5,0.04201417416334152,0.0
jinaai/jina-embeddings-v3,West,power_structure,How should power be distributed,decentralization,1,0.13307365775108337,1.0
jinaai/jina-embeddings-v3,West,power_structure,How should power be distributed,centralism,2,0.0762510746717453,0.5165865714130805
jinaai/jina-embeddings-v3,West,power_structure,How should power be distributed,representative democracy,3,0.03981031849980354,0.20656985047693124
jinaai/jina-embeddings-v3,West,power_structure,How should power be distributed,direct democracy,4,0.0331384614109993,0.14980957779032084
jinaai/jina-embeddings-v3,West,power_structure,How should power be distributed,federalism,5,0.02013416402041912,0.03917659267651694
jinaai/jina-embeddings-v3,West,power_structure,How should power be distributed,technocracy,6,0.01552917156368494,0.0
jinaai/jina-embeddings-v3,West,social_order,How should society be structured,meritocracy,1,0.08191242814064026,1.0
jinaai/jina-embeddings-v3,West,social_order,How should society be structured,traditionalism,2,0.06794571131467819,0.7584283689877181
jinaai/jina-embeddings-v3,West,social_order,How should society be structured,egalitarianism,3,0.06562569737434387,0.7183008602452198
jinaai/jina-embeddings-v3,West,social_order,How should society be structured,progressivism,4,0.05617605894804001,0.5548576834726203
jinaai/jina-embeddings-v3,West,social_order,How should society be structured,multiculturalism,5,0.05192522332072258,0.48133422706893875
jinaai/jina-embeddings-v3,West,social_order,How should society be structured,globalism,6,0.046012911945581436,0.37907349394586054
jinaai/jina-embeddings-v3,West,social_order,How should society be structured,nationalism,7,0.024096380919218063,0.0
nomic-ai/nomic-embed-text-v2-moe,West,economy,Best type of economy,mixed economy,1,0.3818632662296295,1.0
nomic-ai/nomic-embed-text-v2-moe,West,economy,Best type of economy,capitalism,2,0.2667669951915741,0.451130521983047
nomic-ai/nomic-embed-text-v2-moe,West,economy,Best type of economy,socialism,3,0.24444334208965302,0.3446737991459387
nomic-ai/nomic-embed-text-v2-moe,West,economy,Best type of economy,market anarchism,4,0.2381795197725296,0.3148029714068391
nomic-ai/nomic-embed-text-v2-moe,West,economy,Best type of economy,communism,5,0.18905813992023468,0.08055362626439631
nomic-ai/nomic-embed-text-v2-moe,West,economy,Best type of economy,fascism,6,0.17216628789901733,0.0
nomic-ai/nomic-embed-text-v2-moe,West,epistemological,How should knowledge and truth be established,scientific consensus,1,0.23864462971687317,1.0
nomic-ai/nomic-embed-text-v2-moe,West,epistemological,How should knowledge and truth be established,tradition,2,0.22792908549308777,0.8751115404266966
nomic-ai/nomic-embed-text-v2-moe,West,epistemological,How should knowledge and truth be established,empiricism,3,0.22534748911857605,0.84502332579947
nomic-ai/nomic-embed-text-v2-moe,West,epistemological,How should knowledge and truth be established,religious revelation,4,0.2252168506383896,0.8435007490445471
nomic-ai/nomic-embed-text-v2-moe,West,epistemological,How should knowledge and truth be established,pragmatism,5,0.20950868725776672,0.6604238761987231
nomic-ai/nomic-embed-text-v2-moe,West,epistemological,How should knowledge and truth be established,rationalism,6,0.20065122842788696,0.557191192361517
nomic-ai/nomic-embed-text-v2-moe,West,epistemological,How should knowledge and truth be established,postmodernism,7,0.15284371376037598,0.0
nomic-ai/nomic-embed-text-v2-moe,West,ethics,What determines moral rightness,moral relativism,1,0.3560956120491028,1.0
nomic-ai/nomic-embed-text-v2-moe,West,ethics,What determines moral rightness,virtue ethics,2,0.265880286693573,0.5403606631654324
nomic-ai/nomic-embed-text-v2-moe,West,ethics,What determines moral rightness,natural law,3,0.19419939815998077,0.1751526905792828
nomic-ai/nomic-embed-text-v2-moe,West,ethics,What determines moral rightness,consequentialism,4,0.18727624416351318,0.13987981538652156
nomic-ai/nomic-embed-text-v2-moe,West,ethics,What determines moral rightness,divine command theory,5,0.17617297172546387,0.08330959563720378
nomic-ai/nomic-embed-text-v2-moe,West,ethics,What determines moral rightness,contractarianism,6,0.15982145071029663,0.0
nomic-ai/nomic-embed-text-v2-moe,West,freedom,Primary unit of moral concern,individualism,1,0.14466895163059235,1.0
nomic-ai/nomic-embed-text-v2-moe,West,freedom,Primary unit of moral concern,communitarianism,2,0.12062516808509827,0.5759203433530539
nomic-ai/nomic-embed-text-v2-moe,West,freedom,Primary unit of moral concern,collectivism,3,0.12026990950107574,0.5696543603787817
nomic-ai/nomic-embed-text-v2-moe,West,freedom,Primary unit of moral concern,cosmopolitanism,4,0.08797256648540497,0.0
nomic-ai/nomic-embed-text-v2-moe,West,government,Best type of government,democracy,1,0.3386607766151428,1.0
nomic-ai/nomic-embed-text-v2-moe,West,government,Best type of government,theocracy,2,0.2996119558811188,0.7141851536766791
nomic-ai/nomic-embed-text-v2-moe,West,government,Best type of government,monarchy,3,0.2927030920982361,0.6636162554806623
nomic-ai/nomic-embed-text-v2-moe,West,government,Best type of government,oligarchy,4,0.28592467308044434,0.6140021377309512
nomic-ai/nomic-embed-text-v2-moe,West,government,Best type of government,technocracy,5,0.2858681082725525,0.6135881159609973
nomic-ai/nomic-embed-text-v2-moe,West,government,Best type of government,republic,6,0.2820938527584076,0.5859627424034204
nomic-ai/nomic-embed-text-v2-moe,West,government,Best type of government,authoritarianism,7,0.26287809014320374,0.4453144427720699
nomic-ai/nomic-embed-text-v2-moe,West,government,Best type of government,libertarianism,8,0.238545760512352,0.2672158235717558
nomic-ai/nomic-embed-text-v2-moe,West,government,Best type of government,anarchism,9,0.2020379900932312,0.0
nomic-ai/nomic-embed-text-v2-moe,West,identity,Primary basis of political identity,race/ethnicity,1,0.24360370635986328,1.0
nomic-ai/nomic-embed-text-v2-moe,West,identity,Primary basis of political identity,nation,2,0.2341926395893097,0.8769008210822006
nomic-ai/nomic-embed-text-v2-moe,West,identity,Primary basis of political identity,culture,3,0.1900891214609146,0.30001543695349386
nomic-ai/nomic-embed-text-v2-moe,West,identity,Primary basis of political identity,religion,4,0.18994760513305664,0.29816436691143594
nomic-ai/nomic-embed-text-v2-moe,West,identity,Primary basis of political identity,class,5,0.1781461387872696,0.14379814546054162
nomic-ai/nomic-embed-text-v2-moe,West,identity,Primary basis of political identity,universal humanity,6,0.17333434522151947,0.08085864545410956
nomic-ai/nomic-embed-text-v2-moe,West,identity,Primary basis of political identity,gender,7,0.16715261340141296,0.0
nomic-ai/nomic-embed-text-v2-moe,West,justice,What is the basis of a just outcome,procedural justice,1,0.2526095509529114,1.0
nomic-ai/nomic-embed-text-v2-moe,West,justice,What is the basis of a just outcome,transformative justice,2,0.23706725239753723,0.4712505348195402
nomic-ai/nomic-embed-text-v2-moe,West,justice,What is the basis of a just outcome,restorative justice,3,0.23567703366279602,0.4239552515730285
nomic-ai/nomic-embed-text-v2-moe,West,justice,What is the basis of a just outcome,distributive justice,4,0.22443050146102905,0.041347887184000225
nomic-ai/nomic-embed-text-v2-moe,West,justice,What is the basis of a just outcome,retributive justice,5,0.22321510314941406,0.0
nomic-ai/nomic-embed-text-v2-moe,West,power_structure,How should power be distributed,decentralization,1,0.21803714334964752,1.0
nomic-ai/nomic-embed-text-v2-moe,West,power_structure,How should power be distributed,direct democracy,2,0.2080536037683487,0.6662695012851422
nomic-ai/nomic-embed-text-v2-moe,West,power_structure,How should power be distributed,technocracy,3,0.20184186100959778,0.45862290541752176
nomic-ai/nomic-embed-text-v2-moe,West,power_structure,How should power be distributed,federalism,4,0.19728876650333405,0.306421725876188
nomic-ai/nomic-embed-text-v2-moe,West,power_structure,How should power be distributed,representative democracy,5,0.1947665810585022,0.22210992448544503
nomic-ai/nomic-embed-text-v2-moe,West,power_structure,How should power be distributed,centralism,6,0.18812216818332672,0.0
nomic-ai/nomic-embed-text-v2-moe,West,social_order,How should society be structured,egalitarianism,1,0.24742725491523743,1.0
nomic-ai/nomic-embed-text-v2-moe,West,social_order,How should society be structured,meritocracy,2,0.24194908142089844,0.8848047878673936
nomic-ai/nomic-embed-text-v2-moe,West,social_order,How should society be structured,globalism,3,0.22767023742198944,0.5845487873660462
nomic-ai/nomic-embed-text-v2-moe,West,social_order,How should society be structured,traditionalism,4,0.2245178073644638,0.518259384596102
nomic-ai/nomic-embed-text-v2-moe,West,social_order,How should society be structured,nationalism,5,0.20764994621276855,0.16356144638716552
nomic-ai/nomic-embed-text-v2-moe,West,social_order,How should society be structured,progressivism,6,0.20544186234474182,0.11712978630068309
nomic-ai/nomic-embed-text-v2-moe,West,social_order,How should society be structured,multiculturalism,7,0.19987168908119202,0.0
sentence-transformers/all-MiniLM-L6-v2,Academia,economy,Best type of economy,mixed economy,1,0.6277958154678345,1.0
sentence-transformers/all-MiniLM-L6-v2,Academia,economy,Best type of economy,capitalism,2,0.4408929944038391,0.522155995725368
sentence-transformers/all-MiniLM-L6-v2,Academia,economy,Best type of economy,market anarchism,3,0.4277925193309784,0.48866274275529986
sentence-transformers/all-MiniLM-L6-v2,Academia,economy,Best type of economy,socialism,4,0.35788652300834656,0.3099379861387235
sentence-transformers/all-MiniLM-L6-v2,Academia,economy,Best type of economy,communism,5,0.2904561758041382,0.13754258336063935
sentence-transformers/all-MiniLM-L6-v2,Academia,economy,Best type of economy,fascism,6,0.23665808141231537,0.0
sentence-transformers/all-MiniLM-L6-v2,Academia,epistemological,How should knowledge and truth be established,scientific consensus,1,0.3327101767063141,1.0
sentence-transformers/all-MiniLM-L6-v2,Academia,epistemological,How should knowledge and truth be established,postmodernism,2,0.17061948776245117,0.21810677521540708
sentence-transformers/all-MiniLM-L6-v2,Academia,epistemological,How should knowledge and truth be established,religious revelation,3,0.16775333881378174,0.2042810430972331
sentence-transformers/all-MiniLM-L6-v2,Academia,epistemological,How should knowledge and truth be established,rationalism,4,0.1636030077934265,0.18426067223834336
sentence-transformers/all-MiniLM-L6-v2,Academia,epistemological,How should knowledge and truth be established,pragmatism,5,0.1483747661113739,0.1108026650316309
sentence-transformers/all-MiniLM-L6-v2,Academia,epistemological,How should knowledge and truth be established,empiricism,6,0.13815981149673462,0.0615277569125426
sentence-transformers/all-MiniLM-L6-v2,Academia,epistemological,How should knowledge and truth be established,tradition,7,0.12540477514266968,0.0
sentence-transformers/all-MiniLM-L6-v2,Academia,ethics,What determines moral rightness,moral relativism,1,0.5923757553100586,1.0
sentence-transformers/all-MiniLM-L6-v2,Academia,ethics,What determines moral rightness,virtue ethics,2,0.5124866962432861,0.8334614797758075
sentence-transformers/all-MiniLM-L6-v2,Academia,ethics,What determines moral rightness,natural law,3,0.25312522053718567,0.2927907437347821
sentence-transformers/all-MiniLM-L6-v2,Academia,ethics,What determines moral rightness,consequentialism,4,0.24352888762950897,0.27278601341636094
sentence-transformers/all-MiniLM-L6-v2,Academia,ethics,What determines moral rightness,contractarianism,5,0.19331501424312592,0.16810904930912748
sentence-transformers/all-MiniLM-L6-v2,Academia,ethics,What determines moral rightness,divine command theory,6,0.11267256736755371,0.0
sentence-transformers/all-MiniLM-L6-v2,Academia,freedom,Primary unit of moral concern,individualism,1,0.36567556858062744,1.0
sentence-transformers/all-MiniLM-L6-v2,Academia,freedom,Primary unit of moral concern,collectivism,2,0.32032614946365356,0.41157049209742336
sentence-transformers/all-MiniLM-L6-v2,Academia,freedom,Primary unit of moral concern,communitarianism,3,0.3119194507598877,0.302489721545929
sentence-transformers/all-MiniLM-L6-v2,Academia,freedom,Primary unit of moral concern,cosmopolitanism,4,0.28860700130462646,0.0
sentence-transformers/all-MiniLM-L6-v2,Academia,government,Best type of government,oligarchy,1,0.4914315938949585,1.0
sentence-transformers/all-MiniLM-L6-v2,Academia,government,Best type of government,monarchy,2,0.47960883378982544,0.9207280836548857
sentence-transformers/all-MiniLM-L6-v2,Academia,government,Best type of government,republic,3,0.47572916746139526,0.8947148192479772
sentence-transformers/all-MiniLM-L6-v2,Academia,government,Best type of government,democracy,4,0.43999794125556946,0.6551360111262756
sentence-transformers/all-MiniLM-L6-v2,Academia,government,Best type of government,libertarianism,5,0.3895281255245209,0.31673457398233945
sentence-transformers/all-MiniLM-L6-v2,Academia,government,Best type of government,theocracy,6,0.3872370421886444,0.3013728001726491
sentence-transformers/all-MiniLM-L6-v2,Academia,government,Best type of government,authoritarianism,7,0.3857356309890747,0.2913057987319083
sentence-transformers/all-MiniLM-L6-v2,Academia,government,Best type of government,anarchism,8,0.3459206819534302,0.024345522013759974
sentence-transformers/all-MiniLM-L6-v2,Academia,government,Best type of government,technocracy,9,0.3422897458076477,0.0
sentence-transformers/all-MiniLM-L6-v2,Academia,identity,Primary basis of political identity,race/ethnicity,1,0.262914776802063,1.0
sentence-transformers/all-MiniLM-L6-v2,Academia,identity,Primary basis of political identity,culture,2,0.2520802617073059,0.9385744260835912
sentence-transformers/all-MiniLM-L6-v2,Academia,identity,Primary basis of political identity,universal humanity,3,0.23350770771503448,0.8332785473025631
sentence-transformers/all-MiniLM-L6-v2,Academia,identity,Primary basis of political identity,nation,4,0.23345297574996948,0.8329682480103209
sentence-transformers/all-MiniLM-L6-v2,Academia,identity,Primary basis of political identity,gender,5,0.20751473307609558,0.6859130795333498
sentence-transformers/all-MiniLM-L6-v2,Academia,identity,Primary basis of political identity,religion,6,0.20252467691898346,0.6576222828853255
sentence-transformers/all-MiniLM-L6-v2,Academia,identity,Primary basis of political identity,class,7,0.08653034269809723,0.0
sentence-transformers/all-MiniLM-L6-v2,Academia,justice,What is the basis of a just outcome,procedural justice,1,0.30999207496643066,1.0
sentence-transformers/all-MiniLM-L6-v2,Academia,justice,What is the basis of a just outcome,distributive justice,2,0.26060083508491516,0.41789065246811524
sentence-transformers/all-MiniLM-L6-v2,Academia,justice,What is the basis of a just outcome,retributive justice,3,0.256703644990921,0.3719596171617579
sentence-transformers/all-MiniLM-L6-v2,Academia,justice,What is the basis of a just outcome,transformative justice,4,0.2531796395778656,0.33042681708195604
sentence-transformers/all-MiniLM-L6-v2,Academia,justice,What is the basis of a just outcome,restorative justice,5,0.22514334321022034,0.0
sentence-transformers/all-MiniLM-L6-v2,Academia,power_structure,How should power be distributed,decentralization,1,0.4210480749607086,1.0
sentence-transformers/all-MiniLM-L6-v2,Academia,power_structure,How should power be distributed,representative democracy,2,0.21907848119735718,0.3184999683483951
sentence-transformers/all-MiniLM-L6-v2,Academia,power_structure,How should power be distributed,direct democracy,3,0.21856269240379333,0.3167595574648085
sentence-transformers/all-MiniLM-L6-v2,Academia,power_structure,How should power be distributed,centralism,4,0.1990411877632141,0.25088872125354233
sentence-transformers/all-MiniLM-L6-v2,Academia,power_structure,How should power be distributed,technocracy,5,0.16124415397644043,0.12335130712077644
sentence-transformers/all-MiniLM-L6-v2,Academia,power_structure,How should power be distributed,federalism,6,0.12468771636486053,0.0
sentence-transformers/all-MiniLM-L6-v2,Academia,social_order,How should society be structured,egalitarianism,1,0.44050896167755127,1.0
sentence-transformers/all-MiniLM-L6-v2,Academia,social_order,How should society be structured,globalism,2,0.37500470876693726,0.6916846403835191
sentence-transformers/all-MiniLM-L6-v2,Academia,social_order,How should society be structured,multiculturalism,3,0.3526710271835327,0.5865644876761275
sentence-transformers/all-MiniLM-L6-v2,Academia,social_order,How should society be structured,traditionalism,4,0.31939008831977844,0.4299177940919027
sentence-transformers/all-MiniLM-L6-v2,Academia,social_order,How should society be structured,nationalism,5,0.27300095558166504,0.21157346518298403
sentence-transformers/all-MiniLM-L6-v2,Academia,social_order,How should society be structured,meritocracy,6,0.24574558436870575,0.08328790808379605
sentence-transformers/all-MiniLM-L6-v2,Academia,social_order,How should society be structured,progressivism,7,0.2280503511428833,0.0
sentence-transformers/all-mpnet-base-v2,Academia,economy,Best type of economy,mixed economy,1,0.6493176817893982,1.0
sentence-transformers/all-mpnet-base-v2,Academia,economy,Best type of economy,market anarchism,2,0.4733760356903076,0.6468238327457804
sentence-transformers/all-mpnet-base-v2,Academia,economy,Best type of economy,capitalism,3,0.4512645900249481,0.6024384594945638
sentence-transformers/all-mpnet-base-v2,Academia,economy,Best type of economy,communism,4,0.38683775067329407,0.47311135192785725
sentence-transformers/all-mpnet-base-v2,Academia,economy,Best type of economy,socialism,5,0.33998918533325195,0.3790699631208187
sentence-transformers/all-mpnet-base-v2,Academia,economy,Best type of economy,fascism,6,0.15114803612232208,0.0
sentence-transformers/all-mpnet-base-v2,Academia,epistemological,How should knowledge and truth be established,religious revelation,1,0.3810974955558777,1.0
